annee,mois,regroupement2,valeur_tot_mg_fr,valeur_moy,indice_isee,indice_mg,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,regroupement1,date_arrondie,besoin_marche_t,type_max,cyclone,nom,name,value
2021,1,TOTAL FRUITS (HORS VANILLE),35334775,252.25611279671605,90.96249134068904,91.5058338530868,2021-01-16,2021-02-15,267.15,127.278,Total fruits (hors vanille),2021-01-01,420,NA,NA,NA,"Volume écoulé par
le marché de gros",140075
2021,1,TOTAL FRUITS (HORS VANILLE),35334775,252.25611279671605,90.96249134068904,91.5058338530868,2021-01-16,2021-02-15,267.15,127.278,Total fruits (hors vanille),2021-01-01,420,NA,NA,NA,"Besoin estimé
du marché",420000
2021,1,TOTAL FRUITS (HORS VANILLE),35334775,252.25611279671605,90.96249134068904,91.5058338530868,2021-01-16,2021-02-15,267.15,127.278,Total fruits (hors vanille),2021-01-01,420,NA,NA,NA,"Volumes importés
avec quotas",127278
2021,1,TOTAL FRUITS (HORS VANILLE),35334775,252.25611279671605,90.96249134068904,91.5058338530868,2021-01-16,2021-02-15,267.15,127.278,Total fruits (hors vanille),2021-01-01,420,NA,NA,NA,Quotas autorisés,267150
2021,8,TOTAL FRUITS (HORS VANILLE),28113058,326.58424922254454,104.75076112106288,107.72467137858337,2021-08-16,2021-09-15,247.95,0,Total fruits (hors vanille),2021-08-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",214520
2021,8,TOTAL FRUITS (HORS VANILLE),28113058,326.58424922254454,104.75076112106288,107.72467137858337,2021-08-16,2021-09-15,247.95,0,Total fruits (hors vanille),2021-08-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",86082.09999999999
2021,8,TOTAL FRUITS (HORS VANILLE),28113058,326.58424922254454,104.75076112106288,107.72467137858337,2021-08-16,2021-09-15,247.95,0,Total fruits (hors vanille),2021-08-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2021,8,TOTAL FRUITS (HORS VANILLE),28113058,326.58424922254454,104.75076112106288,107.72467137858337,2021-08-16,2021-09-15,247.95,0,Total fruits (hors vanille),2021-08-01,350,NA,NA,NA,Quotas autorisés,247950
2022,4,TOTAL FRUITS (HORS VANILLE),29246298,355.58976404088645,105.84870275202248,115.95716814325678,2022-04-16,2022-05-15,234,43.419,Total fruits (hors vanille),2022-04-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",242598
2022,4,TOTAL FRUITS (HORS VANILLE),29246298,355.58976404088645,105.84870275202248,115.95716814325678,2022-04-16,2022-05-15,234,43.419,Total fruits (hors vanille),2022-04-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",82247.3
2022,4,TOTAL FRUITS (HORS VANILLE),29246298,355.58976404088645,105.84870275202248,115.95716814325678,2022-04-16,2022-05-15,234,43.419,Total fruits (hors vanille),2022-04-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,4,TOTAL FRUITS (HORS VANILLE),29246298,355.58976404088645,105.84870275202248,115.95716814325678,2022-04-16,2022-05-15,234,43.419,Total fruits (hors vanille),2022-04-01,469,NA,NA,NA,"Volumes importés
avec quotas",43419
2022,4,TOTAL FRUITS (HORS VANILLE),29246298,355.58976404088645,105.84870275202248,115.95716814325678,2022-04-16,2022-05-15,234,43.419,Total fruits (hors vanille),2022-04-01,469,NA,NA,NA,Quotas autorisés,234000
2022,7,TOTAL FRUITS (HORS VANILLE),20014853,376.744500788694,104.42153669423186,125.89790069322542,2022-07-16,2022-08-15,238.501,90.404,Total fruits (hors vanille),2022-07-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",214410
2022,7,TOTAL FRUITS (HORS VANILLE),20014853,376.744500788694,104.42153669423186,125.89790069322542,2022-07-16,2022-08-15,238.501,90.404,Total fruits (hors vanille),2022-07-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",53125.8
2022,7,TOTAL FRUITS (HORS VANILLE),20014853,376.744500788694,104.42153669423186,125.89790069322542,2022-07-16,2022-08-15,238.501,90.404,Total fruits (hors vanille),2022-07-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,7,TOTAL FRUITS (HORS VANILLE),20014853,376.744500788694,104.42153669423186,125.89790069322542,2022-07-16,2022-08-15,238.501,90.404,Total fruits (hors vanille),2022-07-01,469,NA,NA,NA,"Volumes importés
avec quotas",90404
2022,7,TOTAL FRUITS (HORS VANILLE),20014853,376.744500788694,104.42153669423186,125.89790069322542,2022-07-16,2022-08-15,238.501,90.404,Total fruits (hors vanille),2022-07-01,469,NA,NA,NA,Quotas autorisés,238501
2022,8,TOTAL FRUITS (HORS VANILLE),19155913,386.077077506595,104.55775284701218,127.59292216291784,2022-08-16,2022-09-15,388.16,171.465,Total fruits (hors vanille),2022-08-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",200046
2022,8,TOTAL FRUITS (HORS VANILLE),19155913,386.077077506595,104.55775284701218,127.59292216291784,2022-08-16,2022-09-15,388.16,171.465,Total fruits (hors vanille),2022-08-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",49616.810000000005
2022,8,TOTAL FRUITS (HORS VANILLE),19155913,386.077077506595,104.55775284701218,127.59292216291784,2022-08-16,2022-09-15,388.16,171.465,Total fruits (hors vanille),2022-08-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,8,TOTAL FRUITS (HORS VANILLE),19155913,386.077077506595,104.55775284701218,127.59292216291784,2022-08-16,2022-09-15,388.16,171.465,Total fruits (hors vanille),2022-08-01,469,NA,NA,NA,"Volumes importés
avec quotas",171465
2022,8,TOTAL FRUITS (HORS VANILLE),19155913,386.077077506595,104.55775284701218,127.59292216291784,2022-08-16,2022-09-15,388.16,171.465,Total fruits (hors vanille),2022-08-01,469,NA,NA,NA,Quotas autorisés,388160
2022,12,TOTAL FRUITS (HORS VANILLE),42349154,342.8549662137409,102.70841308375412,111.22308189107429,2022-12-16,2023-01-15,378.014,101.16299999999998,Total fruits (hors vanille),2022-12-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",290039.5
2022,12,TOTAL FRUITS (HORS VANILLE),42349154,342.8549662137409,102.70841308375412,111.22308189107429,2022-12-16,2023-01-15,378.014,101.16299999999998,Total fruits (hors vanille),2022-12-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",123519.15
2022,12,TOTAL FRUITS (HORS VANILLE),42349154,342.8549662137409,102.70841308375412,111.22308189107429,2022-12-16,2023-01-15,378.014,101.16299999999998,Total fruits (hors vanille),2022-12-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,12,TOTAL FRUITS (HORS VANILLE),42349154,342.8549662137409,102.70841308375412,111.22308189107429,2022-12-16,2023-01-15,378.014,101.16299999999998,Total fruits (hors vanille),2022-12-01,469,NA,NA,NA,"Volumes importés
avec quotas",101162.99999999999
2022,12,TOTAL FRUITS (HORS VANILLE),42349154,342.8549662137409,102.70841308375412,111.22308189107429,2022-12-16,2023-01-15,378.014,101.16299999999998,Total fruits (hors vanille),2022-12-01,469,NA,NA,NA,Quotas autorisés,378014
2022,3,TOTAL FRUITS (HORS VANILLE),35889911,360.8053166489196,105.94682099756676,116.43740754031984,2022-03-16,2022-04-15,342.402,91.487,Total fruits (hors vanille),2022-03-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",169908
2022,3,TOTAL FRUITS (HORS VANILLE),35889911,360.8053166489196,105.94682099756676,116.43740754031984,2022-03-16,2022-04-15,342.402,91.487,Total fruits (hors vanille),2022-03-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",99471.68
2022,3,TOTAL FRUITS (HORS VANILLE),35889911,360.8053166489196,105.94682099756676,116.43740754031984,2022-03-16,2022-04-15,342.402,91.487,Total fruits (hors vanille),2022-03-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,3,TOTAL FRUITS (HORS VANILLE),35889911,360.8053166489196,105.94682099756676,116.43740754031984,2022-03-16,2022-04-15,342.402,91.487,Total fruits (hors vanille),2022-03-01,469,NA,NA,NA,"Volumes importés
avec quotas",91487
2022,3,TOTAL FRUITS (HORS VANILLE),35889911,360.8053166489196,105.94682099756676,116.43740754031984,2022-03-16,2022-04-15,342.402,91.487,Total fruits (hors vanille),2022-03-01,469,NA,NA,NA,Quotas autorisés,342402
2023,2,TOTAL FRUITS (HORS VANILLE),31455900,358.06252226799444,104.77276184350328,118.3640046867738,2023-02-16,2023-03-15,360.00999999999993,121.755,Total fruits (hors vanille),2023-02-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",201867
2023,2,TOTAL FRUITS (HORS VANILLE),31455900,358.06252226799444,104.77276184350328,118.3640046867738,2023-02-16,2023-03-15,360.00999999999993,121.755,Total fruits (hors vanille),2023-02-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",87850.30000000002
2023,2,TOTAL FRUITS (HORS VANILLE),31455900,358.06252226799444,104.77276184350328,118.3640046867738,2023-02-16,2023-03-15,360.00999999999993,121.755,Total fruits (hors vanille),2023-02-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2023,2,TOTAL FRUITS (HORS VANILLE),31455900,358.06252226799444,104.77276184350328,118.3640046867738,2023-02-16,2023-03-15,360.00999999999993,121.755,Total fruits (hors vanille),2023-02-01,469,NA,NA,NA,"Volumes importés
avec quotas",121755
2023,2,TOTAL FRUITS (HORS VANILLE),31455900,358.06252226799444,104.77276184350328,118.3640046867738,2023-02-16,2023-03-15,360.00999999999993,121.755,Total fruits (hors vanille),2023-02-01,469,NA,NA,NA,Quotas autorisés,360009.99999999994
2023,5,TOTAL FRUITS (HORS VANILLE),30067462,335.98458385573457,102.2212729588835,110.11762151583666,2023-05-16,2023-06-15,232.925,144.757,Total fruits (hors vanille),2023-05-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",183015
2023,5,TOTAL FRUITS (HORS VANILLE),30067462,335.98458385573457,102.2212729588835,110.11762151583666,2023-05-16,2023-06-15,232.925,144.757,Total fruits (hors vanille),2023-05-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",89490.6
2023,5,TOTAL FRUITS (HORS VANILLE),30067462,335.98458385573457,102.2212729588835,110.11762151583666,2023-05-16,2023-06-15,232.925,144.757,Total fruits (hors vanille),2023-05-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2023,5,TOTAL FRUITS (HORS VANILLE),30067462,335.98458385573457,102.2212729588835,110.11762151583666,2023-05-16,2023-06-15,232.925,144.757,Total fruits (hors vanille),2023-05-01,469,NA,NA,NA,"Volumes importés
avec quotas",144757
2023,5,TOTAL FRUITS (HORS VANILLE),30067462,335.98458385573457,102.2212729588835,110.11762151583666,2023-05-16,2023-06-15,232.925,144.757,Total fruits (hors vanille),2023-05-01,469,NA,NA,NA,Quotas autorisés,232925
2012,10,TOTAL LEGUMES,134978799,229.34312703360175,84.37345237476366,NA,NA,NA,NA,0,Total legumes,2012-10-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",884585.7
2012,10,TOTAL LEGUMES,134978799,229.34312703360175,84.37345237476366,NA,NA,NA,NA,0,Total legumes,2012-10-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",588545.21060151
2012,10,TOTAL LEGUMES,134978799,229.34312703360175,84.37345237476366,NA,NA,NA,NA,0,Total legumes,2012-10-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2012,11,TOTAL LEGUMES,131240828,219.35887473910233,81.8790784851129,NA,NA,NA,NA,0,Total legumes,2012-11-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",671057.45
2012,11,TOTAL LEGUMES,131240828,219.35887473910233,81.8790784851129,NA,NA,NA,NA,0,Total legumes,2012-11-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",598292.7663906609
2012,11,TOTAL LEGUMES,131240828,219.35887473910233,81.8790784851129,NA,NA,NA,NA,0,Total legumes,2012-11-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2013,4,TOTAL LEGUMES,75751967.59961,307.63048513191103,98.72028743134548,NA,NA,NA,NA,0,Total legumes,2013-04-01,459,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",572904.95
2013,4,TOTAL LEGUMES,75751967.59961,307.63048513191103,98.72028743134548,NA,NA,NA,NA,0,Total legumes,2013-04-01,459,NA,NA,NA,"Volume écoulé par
le marché de gros",246243.37073462593
2013,4,TOTAL LEGUMES,75751967.59961,307.63048513191103,98.72028743134548,NA,NA,NA,NA,0,Total legumes,2013-04-01,459,NA,NA,NA,"Besoin estimé
du marché",459000
2013,12,TOTAL LEGUMES,115086108,316.3670520707912,90.99442467917218,NA,NA,NA,NA,0,Total legumes,2013-12-01,729,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",718428
2013,12,TOTAL LEGUMES,115086108,316.3670520707912,90.99442467917218,NA,NA,NA,NA,0,Total legumes,2013-12-01,729,NA,NA,NA,"Volume écoulé par
le marché de gros",363774
2013,12,TOTAL LEGUMES,115086108,316.3670520707912,90.99442467917218,NA,NA,NA,NA,0,Total legumes,2013-12-01,729,NA,NA,NA,"Besoin estimé
du marché",729000
2013,2,TOTAL LEGUMES,85955224.537598,340.9309086370356,96.23428392387476,NA,NA,NA,NA,0,Total legumes,2013-02-01,614,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",480959.7
2013,2,TOTAL LEGUMES,85955224.537598,340.9309086370356,96.23428392387476,NA,NA,NA,NA,0,Total legumes,2013-02-01,614,NA,NA,NA,"Volume écoulé par
le marché de gros",252119.1900177883
2013,2,TOTAL LEGUMES,85955224.537598,340.9309086370356,96.23428392387476,NA,NA,NA,NA,0,Total legumes,2013-02-01,614,NA,NA,NA,"Besoin estimé
du marché",614000
2013,9,TOTAL LEGUMES,95404435.9766,321.80605921965554,88.50005078952144,NA,NA,NA,NA,0,Total legumes,2013-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",831748.5
2013,9,TOTAL LEGUMES,95404435.9766,321.80605921965554,88.50005078952144,NA,NA,NA,NA,0,Total legumes,2013-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",296465.6296651011
2013,9,TOTAL LEGUMES,95404435.9766,321.80605921965554,88.50005078952144,NA,NA,NA,NA,0,Total legumes,2013-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2014,4,TOTAL LEGUMES,78901655,341.8601089250047,89.68027467690652,NA,NA,NA,NA,0,Total legumes,2014-04-01,459,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",546895.2
2014,4,TOTAL LEGUMES,78901655,341.8601089250047,89.68027467690652,NA,NA,NA,NA,0,Total legumes,2014-04-01,459,NA,NA,NA,"Volume écoulé par
le marché de gros",230801
2014,4,TOTAL LEGUMES,78901655,341.8601089250047,89.68027467690652,NA,NA,NA,NA,0,Total legumes,2014-04-01,459,NA,NA,NA,"Besoin estimé
du marché",459000
2014,12,TOTAL LEGUMES,99432540,291.04904356989186,89.33708900752505,NA,NA,NA,NA,0,Total legumes,2014-12-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",583132.6
2014,12,TOTAL LEGUMES,99432540,291.04904356989186,89.33708900752505,NA,NA,NA,NA,0,Total legumes,2014-12-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",341635
2014,12,TOTAL LEGUMES,99432540,291.04904356989186,89.33708900752505,NA,NA,NA,NA,0,Total legumes,2014-12-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2014,3,TOTAL LEGUMES,70747686,421.4332535115622,95.12939347611,NA,NA,NA,NA,0,Total legumes,2014-03-01,569,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",394908
2014,3,TOTAL LEGUMES,70747686,421.4332535115622,95.12939347611,NA,NA,NA,NA,0,Total legumes,2014-03-01,569,NA,NA,NA,"Volume écoulé par
le marché de gros",167874
2014,3,TOTAL LEGUMES,70747686,421.4332535115622,95.12939347611,NA,NA,NA,NA,0,Total legumes,2014-03-01,569,NA,NA,NA,"Besoin estimé
du marché",569000
2014,7,TOTAL LEGUMES,110953288,272.26865334687886,92.46761194285854,NA,NA,NA,NA,0,Total legumes,2014-07-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",959646.2
2014,7,TOTAL LEGUMES,110953288,272.26865334687886,92.46761194285854,NA,NA,NA,NA,0,Total legumes,2014-07-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",407514
2014,7,TOTAL LEGUMES,110953288,272.26865334687886,92.46761194285854,NA,NA,NA,NA,0,Total legumes,2014-07-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2014,10,TOTAL LEGUMES,148500607,256.4214878601758,91.24553614457328,NA,NA,NA,NA,0,Total legumes,2014-10-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1001711.1
2014,10,TOTAL LEGUMES,148500607,256.4214878601758,91.24553614457328,NA,NA,NA,NA,0,Total legumes,2014-10-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",579127
2014,10,TOTAL LEGUMES,148500607,256.4214878601758,91.24553614457328,NA,NA,NA,NA,0,Total legumes,2014-10-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2014,8,TOTAL LEGUMES,128115186,251.19048608714743,86.96827085057484,NA,NA,NA,NA,0,Total legumes,2014-08-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",988551.55
2014,8,TOTAL LEGUMES,128115186,251.19048608714743,86.96827085057484,NA,NA,NA,NA,0,Total legumes,2014-08-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",510032
2014,8,TOTAL LEGUMES,128115186,251.19048608714743,86.96827085057484,NA,NA,NA,NA,0,Total legumes,2014-08-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2014,11,TOTAL LEGUMES,108939884,256.3194891486438,88.03967976961945,NA,NA,NA,NA,0,Total legumes,2014-11-01,732,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",869370.65
2014,11,TOTAL LEGUMES,108939884,256.3194891486438,88.03967976961945,NA,NA,NA,NA,0,Total legumes,2014-11-01,732,NA,NA,NA,"Volume écoulé par
le marché de gros",425016
2014,11,TOTAL LEGUMES,108939884,256.3194891486438,88.03967976961945,NA,NA,NA,NA,0,Total legumes,2014-11-01,732,NA,NA,NA,"Besoin estimé
du marché",732000
2014,2,TOTAL LEGUMES,55037993,374.51766843362344,101.00540176649534,NA,NA,NA,NA,0,Total legumes,2014-02-01,574,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",325222.2
2014,2,TOTAL LEGUMES,55037993,374.51766843362344,101.00540176649534,NA,NA,NA,NA,0,Total legumes,2014-02-01,574,NA,NA,NA,"Volume écoulé par
le marché de gros",146957
2014,2,TOTAL LEGUMES,55037993,374.51766843362344,101.00540176649534,NA,NA,NA,NA,0,Total legumes,2014-02-01,574,NA,NA,NA,"Besoin estimé
du marché",574000
2014,9,TOTAL LEGUMES,124130857,257.99643550445404,88.51679155388152,NA,NA,NA,NA,0,Total legumes,2014-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",984491.1
2014,9,TOTAL LEGUMES,124130857,257.99643550445404,88.51679155388152,NA,NA,NA,NA,0,Total legumes,2014-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",481134
2014,9,TOTAL LEGUMES,124130857,257.99643550445404,88.51679155388152,NA,NA,NA,NA,0,Total legumes,2014-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2015,10,TOTAL LEGUMES,119949231,218.0034986196355,83.61174759638037,NA,NA,NA,NA,0,Total legumes,2015-10-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1130653.9
2015,10,TOTAL LEGUMES,119949231,218.0034986196355,83.61174759638037,NA,NA,NA,NA,0,Total legumes,2015-10-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",550217
2015,10,TOTAL LEGUMES,119949231,218.0034986196355,83.61174759638037,NA,NA,NA,NA,0,Total legumes,2015-10-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2015,11,TOTAL LEGUMES,89151403,212.57955930077568,79.67766797176341,NA,NA,NA,NA,0,Total legumes,2015-11-01,729,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1070139.0499999998
2015,11,TOTAL LEGUMES,89151403,212.57955930077568,79.67766797176341,NA,NA,NA,NA,0,Total legumes,2015-11-01,729,NA,NA,NA,"Volume écoulé par
le marché de gros",419379
2015,11,TOTAL LEGUMES,89151403,212.57955930077568,79.67766797176341,NA,NA,NA,NA,0,Total legumes,2015-11-01,729,NA,NA,NA,"Besoin estimé
du marché",729000
2015,1,TOTAL LEGUMES,102521096,304.9072410234448,91.48827722779431,NA,NA,NA,NA,0,Total legumes,2015-01-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",501171.00000000006
2015,1,TOTAL LEGUMES,102521096,304.9072410234448,91.48827722779431,NA,NA,NA,NA,0,Total legumes,2015-01-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",336237
2015,1,TOTAL LEGUMES,102521096,304.9072410234448,91.48827722779431,NA,NA,NA,NA,0,Total legumes,2015-01-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2015,12,TOTAL LEGUMES,89279156,230.58526544158477,83.14300619429835,NA,NA,NA,NA,0,Total legumes,2015-12-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",825200.8300000001
2015,12,TOTAL LEGUMES,89279156,230.58526544158477,83.14300619429835,NA,NA,NA,NA,0,Total legumes,2015-12-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",387185
2015,12,TOTAL LEGUMES,89279156,230.58526544158477,83.14300619429835,NA,NA,NA,NA,0,Total legumes,2015-12-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2015,3,TOTAL LEGUMES,70511370,435.23387733939063,114.5654208981538,NA,NA,NA,NA,0,Total legumes,2015-03-01,459,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,"Volume déclaré
commercialisé par
les producteurs",299623.05
2015,3,TOTAL LEGUMES,70511370,435.23387733939063,114.5654208981538,NA,NA,NA,NA,0,Total legumes,2015-03-01,459,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,"Volume écoulé par
le marché de gros",162008
2015,3,TOTAL LEGUMES,70511370,435.23387733939063,114.5654208981538,NA,NA,NA,NA,0,Total legumes,2015-03-01,459,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,"Besoin estimé
du marché",459000
2015,3,TOTAL LEGUMES,70511370,435.23387733939063,114.5654208981538,NA,NA,NA,NA,0,Total legumes,2015-03-01,459,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,"Volume déclaré
commercialisé par
les producteurs",299623.05
2015,3,TOTAL LEGUMES,70511370,435.23387733939063,114.5654208981538,NA,NA,NA,NA,0,Total legumes,2015-03-01,459,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,"Volume écoulé par
le marché de gros",162008
2015,3,TOTAL LEGUMES,70511370,435.23387733939063,114.5654208981538,NA,NA,NA,NA,0,Total legumes,2015-03-01,459,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,"Besoin estimé
du marché",459000
2015,6,TOTAL LEGUMES,86948595,325.7843868260332,90.76842436031122,NA,NA,NA,NA,0,Total legumes,2015-06-01,582,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",657770.95
2015,6,TOTAL LEGUMES,86948595,325.7843868260332,90.76842436031122,NA,NA,NA,NA,0,Total legumes,2015-06-01,582,NA,NA,NA,"Volume écoulé par
le marché de gros",266890
2015,6,TOTAL LEGUMES,86948595,325.7843868260332,90.76842436031122,NA,NA,NA,NA,0,Total legumes,2015-06-01,582,NA,NA,NA,"Besoin estimé
du marché",582000
2016,8,TOTAL LEGUMES,104809236,295.1225608073481,91.6222033426749,NA,NA,NA,NA,0,Total legumes,2016-08-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1126456.7000000002
2016,8,TOTAL LEGUMES,104809236,295.1225608073481,91.6222033426749,NA,NA,NA,NA,0,Total legumes,2016-08-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",355138
2016,8,TOTAL LEGUMES,104809236,295.1225608073481,91.6222033426749,NA,NA,NA,NA,0,Total legumes,2016-08-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2016,3,TOTAL LEGUMES,65050285,361.4567392910923,104.85577756931194,NA,NA,NA,NA,0,Total legumes,2016-03-01,574,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,"Volume déclaré
commercialisé par
les producteurs",416336.05
2016,3,TOTAL LEGUMES,65050285,361.4567392910923,104.85577756931194,NA,NA,NA,NA,0,Total legumes,2016-03-01,574,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,"Volume écoulé par
le marché de gros",179967
2016,3,TOTAL LEGUMES,65050285,361.4567392910923,104.85577756931194,NA,NA,NA,NA,0,Total legumes,2016-03-01,574,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,"Besoin estimé
du marché",574000
2016,12,TOTAL LEGUMES,125658401,305.3696779555573,101.67503234089824,NA,NA,NA,NA,0,Total legumes,2016-12-01,732,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",728985.0999999999
2016,12,TOTAL LEGUMES,125658401,305.3696779555573,101.67503234089824,NA,NA,NA,NA,0,Total legumes,2016-12-01,732,NA,NA,NA,"Volume écoulé par
le marché de gros",411496
2016,12,TOTAL LEGUMES,125658401,305.3696779555573,101.67503234089824,NA,NA,NA,NA,0,Total legumes,2016-12-01,732,NA,NA,NA,"Besoin estimé
du marché",732000
2016,9,TOTAL LEGUMES,121181914,265.16888220761973,89.46264474022558,NA,NA,NA,NA,0,Total legumes,2016-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1044551.8000000002
2016,9,TOTAL LEGUMES,121181914,265.16888220761973,89.46264474022558,NA,NA,NA,NA,0,Total legumes,2016-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",456999
2016,9,TOTAL LEGUMES,121181914,265.16888220761973,89.46264474022558,NA,NA,NA,NA,0,Total legumes,2016-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2016,7,TOTAL LEGUMES,103239138,326.41896685827027,96.36821003875536,NA,NA,NA,NA,0,Total legumes,2016-07-01,732,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",913005.75
2016,7,TOTAL LEGUMES,103239138,326.41896685827027,96.36821003875536,NA,NA,NA,NA,0,Total legumes,2016-07-01,732,NA,NA,NA,"Volume écoulé par
le marché de gros",316278
2016,7,TOTAL LEGUMES,103239138,326.41896685827027,96.36821003875536,NA,NA,NA,NA,0,Total legumes,2016-07-01,732,NA,NA,NA,"Besoin estimé
du marché",732000
2016,1,TOTAL LEGUMES,127738634,294.0569519867588,92.47598232503856,NA,NA,NA,NA,0,Total legumes,2016-01-01,724,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,"Volume déclaré
commercialisé par
les producteurs",673315.2000000001
2016,1,TOTAL LEGUMES,127738634,294.0569519867588,92.47598232503856,NA,NA,NA,NA,0,Total legumes,2016-01-01,724,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,"Volume écoulé par
le marché de gros",434401
2016,1,TOTAL LEGUMES,127738634,294.0569519867588,92.47598232503856,NA,NA,NA,NA,0,Total legumes,2016-01-01,724,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,"Besoin estimé
du marché",724000
