regroupement1,date_arrondie,annee,mois,regroupement2,poids_enquete_kg,poids_mg_kg,valeur_tot_mg_fr,valeur_moy,besoin_marche_t,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,type_max,cyclone,nom,besoin_marche_kg,quotas_realise_kg,poids_enquete_t
Banane,2013-06-01,2013,6,TOTAL FRUITS (HORS VANILLE),78580,33019.39941,9140686,276.8277486365098,NA,NA,NA,NA,0,NA,NA,NA,NA,0,78.58
Banane,2013-07-01,2013,7,TOTAL FRUITS (HORS VANILLE),80185,42509.199951,11327160,266.4637305114357,NA,NA,NA,NA,0,NA,NA,NA,NA,0,80.185
Banane,2013-08-01,2013,8,TOTAL FRUITS (HORS VANILLE),74950,37920.82813,10260889,270.5871550279353,NA,NA,NA,NA,0,NA,NA,NA,NA,0,74.95
Banane,2013-09-01,2013,9,TOTAL FRUITS (HORS VANILLE),73830,28224.77539,7759938.5,274.93357848825735,NA,NA,NA,NA,0,NA,NA,NA,NA,0,73.83
Banane,2013-10-01,2013,10,TOTAL FRUITS (HORS VANILLE),78426,32518,8930604,274.6357094532259,NA,NA,NA,NA,0,NA,NA,NA,NA,0,78.426
Banane,2013-11-01,2013,11,TOTAL FRUITS (HORS VANILLE),91575,33749,9225067,273.3434175827432,NA,NA,NA,NA,0,NA,NA,NA,NA,0,91.575
Banane,2013-12-01,2013,12,TOTAL FRUITS (HORS VANILLE),118397,59345,15404280,259.57165725840423,NA,NA,NA,NA,0,NA,NA,NA,NA,0,118.397
Banane,2014-01-01,2014,1,TOTAL FRUITS (HORS VANILLE),125552,71690,18666140,260.37299483888967,NA,NA,NA,NA,0,NA,NA,NA,NA,0,125.552
Banane,2014-02-01,2014,2,TOTAL FRUITS (HORS VANILLE),127276,69735,15810805,226.72696637269664,NA,NA,NA,NA,0,NA,NA,NA,NA,0,127.276
Banane,2014-03-01,2014,3,TOTAL FRUITS (HORS VANILLE),93831,56931,12985780,228.0968189562804,NA,NA,NA,NA,0,NA,NA,NA,NA,0,93.831
Banane,2014-04-01,2014,4,TOTAL FRUITS (HORS VANILLE),79034,35027,9378451,267.749193479316,NA,NA,NA,NA,0,NA,NA,NA,NA,0,79.034
Banane,2014-05-01,2014,5,TOTAL FRUITS (HORS VANILLE),71608,30855,8170853,264.8145519364771,NA,NA,NA,NA,0,NA,NA,NA,NA,0,71.608
Banane,2014-06-01,2014,6,TOTAL FRUITS (HORS VANILLE),77628,27905,7637135,273.68339007346356,NA,NA,NA,NA,0,NA,NA,NA,NA,0,77.628
Banane,2014-07-01,2014,7,TOTAL FRUITS (HORS VANILLE),63243,26449,7556324,285.6941283224318,NA,NA,NA,NA,0,NA,NA,NA,NA,0,63.243
Banane,2014-08-01,2014,8,TOTAL FRUITS (HORS VANILLE),55611,27609,7648920,277.0444420297729,NA,NA,NA,NA,0,NA,NA,NA,NA,0,55.611
Banane,2014-09-01,2014,9,TOTAL FRUITS (HORS VANILLE),60596,26372,7169970,271.8781283179129,NA,NA,NA,NA,0,NA,NA,NA,NA,0,60.596
Banane,2014-10-01,2014,10,TOTAL FRUITS (HORS VANILLE),63713,34812,9167300,263.3373549350799,NA,NA,NA,NA,0,NA,NA,NA,NA,0,63.713
Banane,2014-11-01,2014,11,TOTAL FRUITS (HORS VANILLE),81705,28035,8087052,288.46270733012307,NA,NA,NA,NA,0,NA,NA,NA,NA,0,81.705
Banane,2014-12-01,2014,12,TOTAL FRUITS (HORS VANILLE),92432,58989,15790130,267.6792283307057,NA,NA,NA,NA,0,NA,NA,NA,NA,0,92.432
Banane,2015-01-01,2015,1,TOTAL FRUITS (HORS VANILLE),105376,60258,17202950,285.4882339274453,NA,NA,NA,NA,0,NA,NA,NA,NA,0,105.376
Banane,2015-02-01,2015,2,TOTAL FRUITS (HORS VANILLE),118668,50387,13915490,276.172226963304,NA,NA,NA,NA,0,NA,NA,NA,NA,0,118.668
Banane,2015-03-01,2015,3,TOTAL FRUITS (HORS VANILLE),132359,84075,20208260,240.3599167410051,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,NA,0,132.359
Banane,2015-03-01,2015,3,TOTAL FRUITS (HORS VANILLE),132359,84075,20208260,240.3599167410051,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,NA,0,132.359
Banane,2015-04-01,2015,4,TOTAL FRUITS (HORS VANILLE),102292,53475,12240510,228.9015427769986,NA,NA,NA,NA,0,NA,NA,NA,NA,0,102.292
Banane,2015-05-01,2015,5,TOTAL FRUITS (HORS VANILLE),77251,33126,6682780,201.73821167662865,NA,NA,NA,NA,0,NA,NA,NA,NA,0,77.251
Banane,2015-06-01,2015,6,TOTAL FRUITS (HORS VANILLE),52487,25676,7325560,285.307680324038,NA,NA,NA,NA,0,NA,NA,NA,NA,0,52.487
Banane,2015-07-01,2015,7,TOTAL FRUITS (HORS VANILLE),47387,18083,5005330,276.797544655201,NA,NA,NA,NA,0,NA,NA,NA,NA,0,47.387
Banane,2015-08-01,2015,8,TOTAL FRUITS (HORS VANILLE),54259,22003,6392284,290.5187474435304,NA,NA,NA,NA,0,NA,NA,NA,NA,0,54.259
Banane,2015-09-01,2015,9,TOTAL FRUITS (HORS VANILLE),57112,26676,7864149,294.8024066576698,NA,NA,NA,NA,0,NA,NA,NA,NA,0,57.112
Banane,2015-10-01,2015,10,TOTAL FRUITS (HORS VANILLE),84786,38824,11178610,287.93040387389243,NA,NA,NA,NA,0,NA,NA,NA,NA,0,84.786
Banane,2015-11-01,2015,11,TOTAL FRUITS (HORS VANILLE),83381,35596,10095815,283.6221766490617,NA,NA,NA,NA,0,NA,NA,NA,NA,0,83.381
Banane,2015-12-01,2015,12,TOTAL FRUITS (HORS VANILLE),100165,34175,9433365,276.0311631309437,NA,NA,NA,NA,0,NA,NA,NA,NA,0,100.165
Banane,2016-01-01,2016,1,TOTAL FRUITS (HORS VANILLE),117783,77877,21911100,281.35521399129397,NA,NA,NA,NA,0,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,NA,0,117.783
Banane,2016-02-01,2016,2,TOTAL FRUITS (HORS VANILLE),138598,66134,17652220,266.9159585084828,NA,NA,NA,NA,0,NA,NA,NA,NA,0,138.598
Banane,2016-03-01,2016,3,TOTAL FRUITS (HORS VANILLE),134617,72001,18342360,254.751461785253,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,NA,0,134.617
Banane,2016-04-01,2016,4,TOTAL FRUITS (HORS VANILLE),122086.3,54946,13874909,252.51900047319185,NA,NA,NA,NA,0,NA,NA,NA,NA,0,122.08630000000001
Banane,2016-05-01,2016,5,TOTAL FRUITS (HORS VANILLE),112438,26053,6706300,257.409895213603,NA,NA,NA,NA,0,NA,NA,NA,NA,0,112.438
Banane,2016-06-01,2016,6,TOTAL FRUITS (HORS VANILLE),64650,14201,3868384,272.4022251954088,NA,NA,NA,NA,0,NA,NA,NA,NA,0,64.65
Banane,2016-07-01,2016,7,TOTAL FRUITS (HORS VANILLE),70282,26505,7259777,273.90216940199963,NA,NA,NA,NA,0,NA,NA,NA,NA,0,70.282
Banane,2016-08-01,2016,8,TOTAL FRUITS (HORS VANILLE),74473,27729,8182385,295.084027552382,NA,NA,NA,NA,0,NA,NA,NA,NA,0,74.473
Banane,2016-09-01,2016,9,TOTAL FRUITS (HORS VANILLE),77653,31681,9676837,305.4460717780373,NA,NA,NA,NA,0,NA,NA,NA,NA,0,77.653
Banane,2016-10-01,2016,10,TOTAL FRUITS (HORS VANILLE),77750,34536,11296210,327.085070650915,NA,NA,NA,NA,0,NA,NA,NA,NA,0,77.75
Banane,2016-11-01,2016,11,TOTAL FRUITS (HORS VANILLE),81081,15657,4815315,307.5502969917609,NA,NA,NA,NA,0,NA,NA,NA,NA,0,81.081
Banane,2016-12-01,2016,12,TOTAL FRUITS (HORS VANILLE),97892,42623,14126884,331.4380498791732,NA,NA,NA,NA,0,NA,NA,NA,NA,0,97.892
Banane,2017-01-01,2017,1,TOTAL FRUITS (HORS VANILLE),94995,60763,18111901,298.07450257558054,NA,NA,NA,NA,0,NA,NA,NA,NA,0,94.995
Banane,2017-02-01,2017,2,TOTAL FRUITS (HORS VANILLE),116290,54629,16204802,296.633692727306,NA,NA,NA,NA,0,NA,NA,NA,NA,0,116.29
Banane,2017-03-01,2017,3,TOTAL FRUITS (HORS VANILLE),120558,57889,16324175,281.99096546839644,NA,NA,NA,NA,0,NA,NA,NA,NA,0,120.558
Banane,2017-04-01,2017,4,TOTAL FRUITS (HORS VANILLE),68568,31525,9596959,304.4237589214909,NA,NA,NA,NA,0,NA,NA,NA,NA,0,68.568
Banane,2017-05-01,2017,5,TOTAL FRUITS (HORS VANILLE),29635,38558,11783892,305.61471030655116,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,NA,0,29.635
Banane,2017-06-01,2017,6,TOTAL FRUITS (HORS VANILLE),21681,23836,7217020,302.7781506964256,NA,NA,NA,NA,0,NA,NA,NA,NA,0,21.681
Banane,2017-07-01,2017,7,TOTAL FRUITS (HORS VANILLE),17755,16669,4616485,276.9503269542264,NA,NA,NA,NA,0,NA,NA,NA,NA,0,17.755
Banane,2017-08-01,2017,8,TOTAL FRUITS (HORS VANILLE),16863,11119,3119159,280.52513715262165,NA,NA,NA,NA,0,NA,NA,NA,NA,0,16.863
Banane,2017-09-01,2017,9,TOTAL FRUITS (HORS VANILLE),21482,12793,3708073,289.8517157820683,NA,NA,NA,NA,0,NA,NA,NA,NA,0,21.482
Banane,2017-10-01,2017,10,TOTAL FRUITS (HORS VANILLE),23047,10463,2268765,216.83694924973716,NA,NA,NA,NA,0,NA,NA,NA,NA,0,23.047
Banane,2017-11-01,2017,11,TOTAL FRUITS (HORS VANILLE),29508,15196,4400902,289.609239273493,NA,NA,NA,NA,0,NA,NA,NA,NA,0,29.508
Banane,2017-12-01,2017,12,TOTAL FRUITS (HORS VANILLE),56898,20545,6559451,319.2723777074714,NA,NA,NA,NA,0,NA,NA,NA,NA,0,56.898
Banane,2018-01-01,2018,1,TOTAL FRUITS (HORS VANILLE),52933,25093,8615337,343.336269079026,NA,NA,NA,NA,0,NA,NA,NA,NA,0,52.933
Banane,2018-02-01,2018,2,TOTAL FRUITS (HORS VANILLE),61339,26297,8506801,323.48940943833895,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Gita
(Cyclone
tropical
très
intense)",Gita,NA,0,61.339
Banane,2018-03-01,2018,3,TOTAL FRUITS (HORS VANILLE),65979,18041,6260844,347.0341998780555,NA,NA,NA,NA,0,"Cyclone tropical
intense","Hola
(Cyclone
tropical
intense)",Hola,NA,0,65.979
Banane,2018-04-01,2018,4,TOTAL FRUITS (HORS VANILLE),64437,24409,8533800,349.61694456962596,NA,NA,NA,NA,0,NA,NA,NA,NA,0,64.437
Banane,2018-05-01,2018,5,TOTAL FRUITS (HORS VANILLE),63913,17566,6367721,362.50261869520665,NA,NA,NA,NA,0,NA,NA,NA,NA,0,63.913
Banane,2018-06-01,2018,6,TOTAL FRUITS (HORS VANILLE),56992.2,20946,7761894,370.56688627900314,NA,NA,NA,NA,0,NA,NA,NA,NA,0,56.9922
Banane,2018-07-01,2018,7,TOTAL FRUITS (HORS VANILLE),63437,18101,6458203,356.78708358654217,NA,NA,NA,NA,0,NA,NA,NA,NA,0,63.437
Banane,2018-08-01,2018,8,TOTAL FRUITS (HORS VANILLE),68567,2302,877593,381.2306689834926,NA,NA,NA,NA,0,NA,NA,NA,NA,0,68.567
Banane,2018-09-01,2018,9,TOTAL FRUITS (HORS VANILLE),77855,11498,4159611,361.7682205600974,NA,NA,NA,NA,0,NA,NA,NA,NA,0,77.855
Banane,2018-10-01,2018,10,TOTAL FRUITS (HORS VANILLE),75028,17793,6379977,358.5666835272298,NA,NA,NA,NA,0,NA,NA,NA,NA,0,75.028
Banane,2018-11-01,2018,11,TOTAL FRUITS (HORS VANILLE),83726,25529,9199773,360.36558423753377,NA,NA,NA,NA,0,NA,NA,NA,NA,0,83.726
Banane,2018-12-01,2018,12,TOTAL FRUITS (HORS VANILLE),107113,15566,5529675,355.24058846203263,NA,NA,NA,NA,0,NA,NA,NA,NA,0,107.113
Banane,2019-01-01,2019,1,TOTAL FRUITS (HORS VANILLE),118592,22604,7959491,352.12754379755796,NA,NA,NA,NA,0,NA,NA,NA,NA,0,118.592
Banane,2019-02-01,2019,2,TOTAL FRUITS (HORS VANILLE),106119,21995,7191907,326.9791770857013,NA,NA,NA,NA,0,NA,NA,NA,NA,0,106.119
Banane,2019-03-01,2019,3,TOTAL FRUITS (HORS VANILLE),78995,16876,5355557,317.3475349608912,NA,NA,NA,NA,0,NA,NA,NA,NA,0,78.995
Banane,2019-04-01,2019,4,TOTAL FRUITS (HORS VANILLE),100141,28851,9823199,340.4803646320751,NA,NA,NA,NA,0,NA,NA,NA,NA,0,100.141
Banane,2019-05-01,2019,5,TOTAL FRUITS (HORS VANILLE),93741,18070,6301966,348.7529607083564,NA,NA,NA,NA,0,NA,NA,NA,NA,0,93.741
Banane,2019-06-01,2019,6,TOTAL FRUITS (HORS VANILLE),70633,9218,3193580,346.45042308526797,NA,NA,NA,NA,0,NA,NA,NA,NA,0,70.633
Banane,2019-07-01,2019,7,TOTAL FRUITS (HORS VANILLE),65875,8691,2887550,332.2460016108618,NA,NA,NA,NA,0,NA,NA,NA,NA,0,65.875
Banane,2019-08-01,2019,8,TOTAL FRUITS (HORS VANILLE),57747,9983,3543290,354.9323850545928,NA,NA,NA,NA,0,NA,NA,NA,NA,0,57.747
Banane,2019-09-01,2019,9,TOTAL FRUITS (HORS VANILLE),60795,11969,4169950,348.39585596123317,NA,NA,NA,NA,0,NA,NA,NA,NA,0,60.795
Banane,2019-10-01,2019,10,TOTAL FRUITS (HORS VANILLE),83921,8811,2950730,334.8916127567813,NA,NA,NA,NA,0,NA,NA,NA,NA,0,83.921
Banane,2019-11-01,2019,11,TOTAL FRUITS (HORS VANILLE),98310,10575,3468600,328,NA,NA,NA,NA,0,NA,NA,NA,NA,0,98.31
Banane,2019-12-01,2019,12,TOTAL FRUITS (HORS VANILLE),99155,9288.6,3202144,344.7391426049135,NA,NA,NA,NA,0,NA,NA,NA,NA,0,99.155
Banane,2020-01-01,2020,1,TOTAL FRUITS (HORS VANILLE),118458,32317,10962000,339.20227743911875,NA,NA,NA,NA,0,NA,NA,NA,NA,0,118.458
Banane,2020-02-01,2020,2,TOTAL FRUITS (HORS VANILLE),133922,25259,7845496,310.60200324636764,NA,NA,NA,NA,0,NA,NA,NA,NA,0,133.922
Banane,2020-03-01,2020,3,TOTAL FRUITS (HORS VANILLE),126078,36547,12070375,330.2699263961474,NA,NA,NA,NA,0,NA,NA,NA,NA,0,126.078
Banane,2020-04-01,2020,4,TOTAL FRUITS (HORS VANILLE),99176,23317,8093499,347.1072179096796,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Harold
(Cyclone
tropical
très
intense)",Harold,NA,0,99.176
Banane,2020-05-01,2020,5,TOTAL FRUITS (HORS VANILLE),75285,8111,3029345,373.48600665762547,NA,NA,NA,NA,0,NA,NA,NA,NA,0,75.285
Banane,2020-06-01,2020,6,TOTAL FRUITS (HORS VANILLE),81885,5321.2,1991196,374.200556265504,NA,NA,NA,NA,0,NA,NA,NA,NA,0,81.885
Banane,2020-07-01,2020,7,TOTAL FRUITS (HORS VANILLE),65965,8603,3185950,370.33011740090666,NA,NA,NA,NA,0,NA,NA,NA,NA,0,65.965
Banane,2020-08-01,2020,8,TOTAL FRUITS (HORS VANILLE),67604,13842.4,5225405,377.4927035774143,NA,NA,NA,NA,0,NA,NA,NA,NA,0,67.604
Banane,2020-09-01,2020,9,TOTAL FRUITS (HORS VANILLE),90471,13053.75,4915214,376.53655079957866,NA,NA,NA,NA,0,NA,NA,NA,NA,0,90.471
Banane,2020-10-01,2020,10,TOTAL FRUITS (HORS VANILLE),111485,18121.2,6847665,377.8814316932653,NA,NA,NA,NA,0,NA,NA,NA,NA,0,111.485
Banane,2020-11-01,2020,11,TOTAL FRUITS (HORS VANILLE),133643,23893.65,8654960,362.2284581886819,NA,NA,NA,NA,0,NA,NA,NA,NA,0,133.643
Banane,2020-12-01,2020,12,TOTAL FRUITS (HORS VANILLE),133755,43290.5,16357330,377.85033667894805,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Yasa
(Cyclone
tropical
très
intense)",Yasa,NA,0,133.755
Banane,2021-01-01,2021,1,TOTAL FRUITS (HORS VANILLE),172685,71716,21505470,299.8699035082827,NA,NA,NA,NA,0,NA,NA,NA,NA,0,172.685
Banane,2021-02-01,2021,2,TOTAL FRUITS (HORS VANILLE),140471,67667.8,16085100,237.70685614132572,NA,NA,NA,NA,0,NA,NA,NA,NA,0,140.471
Banane,2021-03-01,2021,3,TOTAL FRUITS (HORS VANILLE),93965,59173.9,16458938,278.1452295691175,NA,NA,NA,NA,0,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,NA,0,93.965
Banane,2021-04-01,2021,4,TOTAL FRUITS (HORS VANILLE),73384,40390.4,12980780,321.38280383457453,NA,NA,NA,NA,0,NA,NA,NA,NA,0,73.384
Banane,2021-05-01,2021,5,TOTAL FRUITS (HORS VANILLE),65164,26526.7,10664825,402.0411509912654,NA,NA,NA,NA,0,NA,NA,NA,NA,0,65.164
Banane,2021-06-01,2021,6,TOTAL FRUITS (HORS VANILLE),44657,10853.7,4383640,403.88438965514064,NA,NA,NA,NA,0,NA,NA,NA,NA,0,44.657
Banane,2021-07-01,2021,7,TOTAL FRUITS (HORS VANILLE),32871,6818.9,2953715,433.1659065245128,NA,NA,NA,NA,0,NA,NA,NA,NA,0,32.871
Banane,2021-08-01,2021,8,TOTAL FRUITS (HORS VANILLE),41627,9403.8,4218337,448.5779153108318,NA,NA,NA,NA,0,NA,NA,NA,NA,0,41.627
Banane,2021-09-01,2021,9,TOTAL FRUITS (HORS VANILLE),46882,6528.8,2901265,444.37951844136745,NA,NA,NA,NA,0,NA,NA,NA,NA,0,46.882
Banane,2021-10-01,2021,10,TOTAL FRUITS (HORS VANILLE),58915,9223.1,4137930,448.6485021305201,NA,NA,NA,NA,0,NA,NA,NA,NA,0,58.915
Banane,2021-11-01,2021,11,TOTAL FRUITS (HORS VANILLE),65633,23864.6,10146004,425.1487139947873,NA,NA,NA,NA,0,NA,NA,NA,NA,0,65.633
Banane,2021-12-01,2021,12,TOTAL FRUITS (HORS VANILLE),86740,25424.6,11792000,463.8027736916215,NA,NA,NA,NA,0,NA,NA,NA,NA,0,86.74
Banane,2022-01-01,2022,1,TOTAL FRUITS (HORS VANILLE),89697,46342.5,20711990,446.9329449209689,NA,NA,NA,NA,0,NA,NA,NA,NA,0,89.697
Banane,2022-02-01,2022,2,TOTAL FRUITS (HORS VANILLE),75890,29081.6,12629825,434.2892069212148,NA,NA,NA,NA,0,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,NA,0,75.89
Banane,2022-03-01,2022,3,TOTAL FRUITS (HORS VANILLE),74073,32362.3,14235000,439.86366852788586,NA,NA,NA,NA,0,NA,NA,NA,NA,0,74.073
Banane,2022-04-01,2022,4,TOTAL FRUITS (HORS VANILLE),82573,24481.5,11210275,457.9080121724568,NA,NA,NA,NA,0,NA,NA,NA,NA,0,82.573
Banane,2022-05-01,2022,5,TOTAL FRUITS (HORS VANILLE),81882,25243.65,11668335,462.22852083593295,NA,NA,NA,NA,0,NA,NA,NA,NA,0,81.882
Banane,2022-06-01,2022,6,TOTAL FRUITS (HORS VANILLE),52743,19193.2,8878475,462.5844048933997,NA,NA,NA,NA,0,NA,NA,NA,NA,0,52.743
Banane,2022-07-01,2022,7,TOTAL FRUITS (HORS VANILLE),48099,13317,6425705,482.5189607268904,NA,NA,NA,NA,0,NA,NA,NA,NA,0,48.099
Banane,2022-08-01,2022,8,TOTAL FRUITS (HORS VANILLE),39061,12185.5,5694700,467.33412662590786,NA,NA,NA,NA,0,NA,NA,NA,NA,0,39.061
Banane,2022-09-01,2022,9,TOTAL FRUITS (HORS VANILLE),47055,6205.700000000001,2956705,476.4498767262355,NA,NA,NA,NA,0,NA,NA,NA,NA,0,47.055
Banane,2022-10-01,2022,10,TOTAL FRUITS (HORS VANILLE),37800,12264.45,5746950,468.5860352482174,NA,NA,NA,NA,0,NA,NA,NA,NA,0,37.8
Banane,2022-11-01,2022,11,TOTAL FRUITS (HORS VANILLE),63705,7522.200000000001,3480020,462.63327218101085,NA,NA,NA,NA,0,NA,NA,NA,NA,0,63.705
Banane,2022-12-01,2022,12,TOTAL FRUITS (HORS VANILLE),56931.5,28407.65,13265431,466.96685575892405,NA,NA,NA,NA,0,NA,NA,NA,NA,0,56.9315
Banane,2023-01-01,2023,1,TOTAL FRUITS (HORS VANILLE),82531,40370.5,17722306,438.9914913117251,NA,NA,NA,NA,0,NA,NA,NA,NA,0,82.531
Banane,2023-02-01,2023,2,TOTAL FRUITS (HORS VANILLE),83620,29524.949999999997,10876121,368.3705137519285,NA,NA,NA,NA,0,NA,NA,NA,NA,0,83.62
Banane,2023-03-01,2023,3,TOTAL FRUITS (HORS VANILLE),90131,33072.2,10711771,323.8904880836473,NA,NA,NA,NA,0,NA,NA,NA,NA,0,90.131
Banane,2023-04-01,2023,4,TOTAL FRUITS (HORS VANILLE),75028,24272.8,8039015,331.19438218911705,NA,NA,NA,NA,0,NA,NA,NA,NA,0,75.028
Banane,2023-05-01,2023,5,TOTAL FRUITS (HORS VANILLE),73147,27459.5,9319075,339.3752617491214,NA,NA,NA,NA,0,NA,NA,NA,NA,0,73.147
Banane,2023-06-01,2023,6,TOTAL FRUITS (HORS VANILLE),70847,18675.8,6184225,331.13574786622263,NA,NA,NA,NA,0,NA,NA,NA,NA,0,70.847
Banane,2023-07-01,2023,7,TOTAL FRUITS (HORS VANILLE),0,12120.3,4297920,354.6050840325735,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0
Brocoli,2012-01-01,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2012-02-01,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
intense","Jasmine
(Cyclone
tropical
intense)",Jasmine,NA,NA,NA
Brocoli,2012-03-01,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2012-04-01,2012,4,TOTAL LEGUMES,0,3.131999969,2442.959961,779.9999952681991,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2012-05-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2012-06-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2012-07-01,2012,7,TOTAL LEGUMES,0,10,3500,350,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2012-08-01,2012,8,TOTAL LEGUMES,0,313,106940,341.66134185303514,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2012-09-01,2012,9,TOTAL LEGUMES,0,390,135250,346.79487179487177,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2012-10-01,2012,10,TOTAL LEGUMES,0,354,135000,381.35593220338984,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2012-11-01,2012,11,TOTAL LEGUMES,0,96,38020,396.0416666666667,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2012-12-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2013-01-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
intense","Freda
(Cyclone
tropical
intense)",Freda,NA,NA,NA
Brocoli,2013-02-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2013-03-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
intense","Sandra
(Cyclone
tropical
intense)",Sandra,NA,NA,NA
Brocoli,2013-04-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2013-05-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2013-06-01,2013,6,TOTAL LEGUMES,0,449,179600,400,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2013-07-01,2013,7,TOTAL LEGUMES,1940,20.40999985,9464.950195,463.7408262891291,5,NA,NA,NA,0,NA,NA,NA,5000,0,1.94
Brocoli,2013-08-01,2013,8,TOTAL LEGUMES,0,1.075000048,698.75,649.9999709767455,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2013-09-01,2013,9,TOTAL LEGUMES,0,5,2500,500,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2013-10-01,2013,10,TOTAL LEGUMES,0,126,58150,461.5079365079365,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2013-11-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2013-12-01,2013,12,TOTAL LEGUMES,0,28,5600,200,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2014-01-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2014-02-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2014-03-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2014-04-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2014-05-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2014-06-01,2014,6,TOTAL LEGUMES,0,1459,497536,341.01165181631256,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2014-07-01,2014,7,TOTAL LEGUMES,8550,1411,461690,327.2076541459958,5,NA,NA,NA,0,NA,NA,NA,5000,0,8.55
Brocoli,2014-08-01,2014,8,TOTAL LEGUMES,0,1962,592200,301.8348623853211,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2014-09-01,2014,9,TOTAL LEGUMES,1410,199,69020,346.83417085427135,5,NA,NA,NA,0,NA,NA,NA,5000,0,1.41
Brocoli,2014-10-01,2014,10,TOTAL LEGUMES,0,74,29680,401.0810810810811,5,NA,NA,NA,0,NA,NA,NA,5000,0,0
Brocoli,2014-11-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2014-12-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2015-01-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2015-02-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brocoli,2015-03-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,NA,NA,NA
